Timestamp(ms),Current(uA),D0-D7
76160,27.990,00000000
76170,28.090,00000000
76180,28.154,00000000
76190,28.022,00000000
76200,27.827,00000000
76210,27.820,00000000
76220,27.772,00000000
76230,27.609,00000000
76240,27.348,00000000
76250,27.265,00000000
76260,27.269,00000000
76270,27.454,00000000
76280,27.538,00000000
76290,27.643,00000000
76300,27.672,00000000
76310,27.882,00000000
76320,27.837,00000000
76330,27.979,00000000
76340,27.962,00000000
76350,28.123,00000000
76360,28.052,00000000
76370,28.225,00000000
76380,28.009,00000000
76390,28.011,00000000
76400,27.957,00000000
76410,27.677,00000000
76420,27.753,00000000
76430,27.426,00000000
76440,27.188,00000000
76450,27.385,00000000
76460,27.413,00000000
76470,27.393,00000000
76480,27.469,00000000
76490,27.783,00000000
76500,27.872,00000000
76510,27.844,00000000
76520,27.985,00000000
76530,27.970,00000000
76540,28.058,00000000
76550,28.243,00000000
76560,28.042,00000000
76570,27.923,00000000
76580,28.029,00000000
76590,28.006,00000000
76600,27.952,00000000
76610,27.659,00000000
76620,27.427,00000000
76630,27.327,00000000
76640,27.251,00000000
76650,27.364,00000000
76660,27.471,00000000
76670,27.470,00000000
76680,27.599,00000000
76690,27.768,00000000
76700,27.954,00000000
76710,27.874,00000000
76720,27.993,00000000
76730,28.117,00000000
76740,28.002,00000000
76750,28.148,00000000
76760,28.086,00000000
76770,28.036,00000000
76780,28.031,00000000
76790,27.955,00000000
76800,27.946,00000000
76810,27.680,00000000
76820,27.408,00000000
76830,27.061,00000000
76840,27.364,00000000
76850,27.329,00000000
76860,27.620,00000000
76870,27.664,00000000
76880,27.639,00000000
76890,27.868,00000000
76900,27.940,00000000
76910,27.847,00000000
76920,27.970,00000000
76930,28.088,00000000
76940,28.036,00000000
76950,28.078,00000000
76960,28.157,00000000
76970,27.935,00000000
76980,27.889,00000000
76990,27.922,00000000
77000,27.603,00000000
77010,27.476,00000000
77020,27.294,00000000
77030,27.211,00000000
77040,27.345,00000000
77050,27.461,00000000
77060,27.555,00000000
77070,27.810,00000000
77080,27.649,00000000
77090,27.848,00000000
77100,27.950,00000000
77110,27.943,00000000
77120,28.218,00000000
77130,28.098,00000000
77140,28.147,00000000
77150,28.080,00000000
77160,27.995,00000000
77170,28.008,00000000
77180,27.876,00000000
77190,27.700,00000000
77200,27.517,00000000
77210,27.242,00000000
77220,27.201,00000000
77230,27.398,00000000
77240,27.444,00000000
77250,27.662,00000000
77260,27.593,00000000
77270,27.765,00000000
77280,27.874,00000000
77290,27.838,00000000
77300,28.014,00000000
77310,28.009,00000000
77320,28.047,00000000
77330,28.183,00000000
77340,28.066,00000000
77350,27.989,00000000
77360,27.900,00000000
77370,27.942,00000000
77380,27.763,00000000
77390,27.734,00000000
77400,27.495,00000000
77410,27.022,00000000
77420,27.236,00000000
77430,27.417,00000000
77440,27.396,00000000
77450,27.621,00000000
77460,27.691,00000000
77470,27.672,00000000
77480,27.920,00000000
77490,27.935,00000000
77500,27.981,00000000
77510,28.133,00000000
77520,28.057,00000000
77530,28.059,00000000
77540,28.001,00000000
77550,28.063,00000000
77560,27.901,00000000
77570,27.882,00000000
77580,27.813,00000000
77590,27.583,00000000
77600,27.344,00000000
77610,27.354,00000000
77620,27.312,00000000
77630,27.476,00000000
77640,27.623,00000000
77650,27.643,00000000
77660,27.745,00000000
77670,27.847,00000000
77680,27.990,00000000
77690,28.041,00000000
77700,27.934,00000000
77710,28.101,00000000
77720,28.018,00000000
77730,28.040,00000000
77740,28.029,00000000
77750,27.986,00000000
77760,27.944,00000000
77770,27.808,00000000
77780,27.638,00000000
77790,27.372,00000000
77800,27.264,00000000
77810,27.326,00000000
77820,27.439,00000000
77830,27.414,00000000
77840,27.711,00000000
77850,27.824,00000000
77860,27.961,00000000
77870,27.848,00000000
77880,28.027,00000000
77890,28.180,00000000
77900,28.056,00000000
77910,28.046,00000000
77920,28.002,00000000
77930,28.110,00000000
77940,28.087,00000000
77950,27.969,00000000
77960,27.798,00000000
77970,27.784,00000000
77980,27.466,00000000
77990,27.325,00000000
78000,27.259,00000000
78010,27.302,00000000
78020,27.443,00000000
78030,27.560,00000000
78040,27.635,00000000
78050,27.902,00000000
78060,27.857,00000000
78070,27.934,00000000
78080,28.056,00000000
78090,28.004,00000000
78100,28.184,00000000
78110,28.086,00000000
78120,28.038,00000000
78130,28.128,00000000
78140,28.135,00000000
78150,27.885,00000000
78160,27.764,00000000
78170,27.618,00000000
78180,27.415,00000000
78190,27.281,00000000
78200,27.266,00000000
78210,27.487,00000000
78220,27.554,00000000
78230,27.653,00000000
78240,27.858,00000000
78250,27.843,00000000
78260,27.862,00000000
78270,28.047,00000000
78280,27.953,00000000
78290,28.036,00000000
78300,28.165,00000000
78310,28.073,00000000
78320,28.148,00000000
78330,27.887,00000000
78340,27.815,00000000
78350,27.783,00000000
78360,27.476,00000000
78370,27.237,00000000
78380,27.272,00000000
78390,27.390,00000000
78400,27.475,00000000
78410,27.617,00000000
78420,27.644,00000000
78430,27.700,00000000
78440,27.896,00000000
78450,27.962,00000000
78460,28.020,00000000
78470,28.039,00000000
78480,28.082,00000000
78490,28.140,00000000
78500,28.120,00000000
78510,28.015,00000000
78520,28.058,00000000
78530,27.973,00000000
78540,27.744,00000000
78550,27.622,00000000
78560,27.385,00000000
78570,27.235,00000000
78580,27.273,00000000
78590,27.382,00000000
78600,27.643,00000000
78610,27.518,00000000
78620,27.762,00000000
78630,27.840,00000000
78640,27.934,00000000
78650,28.060,00000000
78660,27.989,00000000
78670,28.036,00000000
78680,28.123,00000000
78690,28.103,00000000
78700,28.141,00000000
78710,27.888,00000000
78720,28.057,00000000
78730,27.837,00000000
78740,27.564,00000000
78750,27.489,00000000
78760,27.014,00000000
78770,27.366,00000000
78780,27.313,00000000
78790,27.583,00000000
78800,27.536,00000000
78810,27.719,00000000
78820,27.775,00000000
78830,27.857,00000000
78840,28.211,00000000
78850,28.053,00000000
78860,28.053,00000000
78870,28.193,00000000
78880,28.114,00000000
78890,28.149,00000000
78900,27.882,00000000
78910,27.940,00000000
78920,27.841,00000000
78930,27.812,00000000
78940,27.459,00000000
78950,27.314,00000000
78960,27.210,00000000
78970,27.382,00000000
78980,27.553,00000000
78990,27.550,00000000
79000,27.778,00000000
79010,27.763,00000000
79020,27.822,00000000
79030,27.914,00000000
79040,28.032,00000000
79050,27.988,00000000
79060,27.993,00000000
79070,28.093,00000000
79080,28.126,00000000
79090,27.988,00000000
79100,28.043,00000000
79110,27.890,00000000
79120,27.819,00000000
79130,27.584,00000000
79140,27.317,00000000
79150,27.129,00000000
79160,27.416,00000000
79170,27.407,00000000
79180,27.463,00000000
79190,27.607,00000000
79200,27.711,00000000
79210,27.835,00000000
79220,27.926,00000000
79230,27.963,00000000
79240,28.038,00000000
79250,28.088,00000000
79260,28.067,00000000
79270,28.072,00000000
79280,28.104,00000000
79290,28.065,00000000
79300,27.974,00000000
79310,27.854,00000000
79320,27.674,00000000
79330,27.443,00000000
79340,27.254,00000000
79350,27.186,00000000
79360,27.319,00000000
79370,27.469,00000000
79380,27.588,00000000
79390,27.695,00000000
79400,27.817,00000000
79410,27.852,00000000
79420,27.950,00000000
79430,27.979,00000000
79440,27.939,00000000
79450,28.019,00000000
79460,28.007,00000000
79470,28.046,00000000
79480,28.065,00000000
79490,27.928,00000000
79500,27.871,00000000
79510,27.706,00000000
79520,27.660,00000000
79530,27.387,00000000
79540,27.131,00000000
79550,27.360,00000000
79560,27.362,00000000
79570,27.528,00000000
79580,27.686,00000000
79590,27.733,00000000
79600,27.745,00000000
79610,27.895,00000000
79620,27.979,00000000
79630,27.965,00000000
79640,28.058,00000000
79650,28.105,00000000
79660,28.052,00000000
79670,28.253,00000000
79680,27.967,00000000
79690,27.800,00000000
79700,27.883,00000000
79710,27.500,00000000
79720,27.478,00000000
79730,27.231,00000000
79740,27.272,00000000
79750,27.331,00000000
79760,27.519,00000000
79770,27.620,00000000
79780,27.795,00000000
79790,27.783,00000000
79800,27.861,00000000
79810,27.977,00000000
79820,27.910,00000000
79830,28.106,00000000
79840,28.067,00000000
79850,28.056,00000000
79860,28.134,00000000
79870,28.008,00000000
79880,27.979,00000000
79890,27.810,00000000
79900,27.634,00000000
79910,27.432,00000000
79920,27.338,00000000
79930,27.283,00000000
79940,27.362,00000000
79950,27.536,00000000
79960,27.562,00000000
79970,27.632,00000000
79980,27.690,00000000
79990,27.815,00000000
80000,27.956,00000000
80010,28.087,00000000
80020,28.207,00000000
80030,28.142,00000000
80040,28.160,00000000
80050,28.083,00000000
80060,28.134,00000000
80070,27.951,00000000
80080,27.841,00000000
80090,27.676,00000000
80100,27.457,00000000
80110,27.405,00000000
80120,27.234,00000000
80130,27.241,00000000
80140,27.304,00000000
80150,27.541,00000000
80160,27.613,00000000
80170,27.846,00000000
80180,27.751,00000000
80190,27.828,00000000
80200,28.049,00000000
80210,28.070,00000000
80220,28.029,00000000
80230,28.049,00000000
80240,28.138,00000000
80250,28.001,00000000
80260,28.074,00000000
80270,28.089,00000000
80280,27.868,00000000
80290,27.644,00000000
80300,27.425,00000000
80310,27.140,00000000
80320,27.277,00000000
80330,27.297,00000000
80340,27.569,00000000
80350,27.658,00000000
80360,27.606,00000000
80370,27.820,00000000
80380,27.854,00000000
80390,27.837,00000000
80400,27.840,00000000
80410,27.985,00000000
80420,28.168,00000000
80430,28.116,00000000
80440,28.083,00000000
80450,28.014,00000000
80460,27.931,00000000
80470,27.923,00000000
80480,27.809,00000000
80490,27.710,00000000
80500,27.325,00000000
80510,27.186,00000000
80520,27.309,00000000
80530,27.319,00000000
80540,27.515,00000000
80550,27.623,00000000
80560,27.721,00000000
80570,27.720,00000000
80580,27.772,00000000
80590,27.952,00000000
80600,28.034,00000000
80610,28.013,00000000
80620,28.101,00000000
80630,28.022,00000000
80640,28.172,00000000
80650,27.980,00000000
80660,27.896,00000000
80670,27.956,00000000
80680,27.674,00000000
80690,27.538,00000000
80700,27.192,00000000
80710,27.187,00000000
80720,27.375,00000000
80730,27.437,00000000
80740,27.572,00000000
80750,27.756,00000000
80760,27.716,00000000
80770,27.921,00000000
80780,27.874,00000000
80790,27.940,00000000
80800,28.009,00000000
80810,28.053,00000000
80820,28.096,00000000
80830,28.055,00000000
80840,28.136,00000000
80850,28.079,00000000
80860,27.890,00000000
80870,27.658,00000000
80880,27.535,00000000
80890,27.260,00000000
80900,27.274,00000000
80910,27.354,00000000
80920,27.469,00000000
80930,27.631,00000000
80940,27.803,00000000
80950,27.805,00000000
80960,27.866,00000000
80970,27.941,00000000
80980,28.020,00000000
80990,28.072,00000000
81000,28.030,00000000
81010,27.906,00000000
81020,28.048,00000000
81030,28.137,00000000
81040,28.029,00000000
81050,28.022,00000000
81060,27.765,00000000
81070,27.638,00000000
81080,27.423,00000000
81090,27.173,00000000
81100,27.276,00000000
81110,27.478,00000000
81120,27.663,00000000
81130,27.741,00000000
81140,27.850,00000000
81150,27.781,00000000
81160,27.863,00000000
81170,27.914,00000000
81180,28.096,00000000
81190,28.072,00000000
81200,28.039,00000000
81210,28.023,00000000
81220,28.155,00000000
81230,28.017,00000000
81240,28.106,00000000
81250,27.902,00000000
81260,27.736,00000000
81270,27.364,00000000
81280,27.434,00000000
81290,27.218,00000000
81300,27.460,00000000
81310,27.547,00000000
81320,27.473,00000000
81330,27.667,00000000
81340,27.770,00000000
81350,27.902,00000000
81360,27.955,00000000
81370,27.969,00000000
81380,28.068,00000000
81390,28.084,00000000
81400,28.162,00000000
81410,28.059,00000000
81420,28.011,00000000
81430,27.993,00000000
81440,27.968,00000000
81450,27.750,00000000
81460,27.624,00000000
81470,27.346,00000000
81480,27.183,00000000
81490,27.257,00000000
81500,27.406,00000000
81510,27.710,00000000
81520,27.687,00000000
81530,27.743,00000000
81540,27.732,00000000
81550,27.966,00000000
81560,27.938,00000000
81570,27.949,00000000
81580,27.984,00000000
81590,27.967,00000000
81600,28.057,00000000
81610,28.161,00000000
81620,28.146,00000000
81630,27.903,00000000
81640,27.843,00000000
81650,27.605,00000000
81660,27.459,00000000
81670,27.529,00000000
81680,27.216,00000000
81690,27.343,00000000
81700,27.535,00000000
81710,27.568,00000000
81720,27.817,00000000
81730,27.727,00000000
81740,27.774,00000000
81750,27.956,00000000
81760,28.025,00000000
81770,28.092,00000000
81780,28.188,00000000
81790,28.207,00000000
81800,28.097,00000000
81810,28.164,00000000
81820,28.150,00000000
81830,27.829,00000000
81840,27.620,00000000
81850,27.629,00000000
81860,27.416,00000000
81870,27.239,00000000
81880,27.278,00000000
81890,27.535,00000000
81900,27.524,00000000
81910,27.581,00000000
81920,27.860,00000000
81930,27.747,00000000
81940,27.920,00000000
81950,28.027,00000000
81960,28.026,00000000
81970,28.127,00000000
81980,28.041,00000000
81990,28.104,00000000
82000,27.931,00000000
82010,28.114,00000000
82020,27.998,00000000
82030,27.698,00000000
82040,27.593,00000000
82050,27.553,00000000
82060,27.368,00000000
82070,27.269,00000000
82080,27.297,00000000
82090,27.553,00000000
82100,27.547,00000000
82110,27.808,00000000
82120,27.898,00000000
82130,27.854,00000000
82140,27.901,00000000
82150,27.986,00000000
82160,28.064,00000000
82170,28.208,00000000
82180,28.047,00000000
82190,28.080,00000000
82200,28.020,00000000
82210,27.919,00000000
82220,27.985,00000000
82230,27.775,00000000
82240,27.574,00000000
82250,27.375,00000000
82260,27.135,00000000
82270,27.256,00000000
82280,27.422,00000000
82290,27.430,00000000
82300,27.686,00000000
82310,27.681,00000000
82320,27.822,00000000
82330,28.008,00000000
82340,27.907,00000000
82350,27.944,00000000
82360,28.022,00000000
82370,28.081,00000000
82380,28.223,00000000
82390,28.063,00000000
82400,27.969,00000000
82410,27.942,00000000
82420,27.956,00000000
82430,27.793,00000000
82440,27.503,00000000
82450,27.106,00000000
82460,27.196,00000000
82470,27.467,00000000
82480,27.470,00000000
82490,27.603,00000000
82500,27.488,00000000
82510,27.769,00000000
82520,27.995,00000000
82530,27.962,00000000
82540,27.945,00000000
82550,28.059,00000000
82560,27.966,00000000
82570,28.109,00000000
82580,28.167,00000000
82590,27.982,00000000
82600,27.950,00000000
82610,28.004,00000000
82620,27.746,00000000
82630,27.570,00000000
82640,27.459,00000000
82650,27.149,00000000
82660,27.367,00000000
82670,27.432,00000000
82680,27.532,00000000
82690,27.696,00000000
82700,27.633,00000000
82710,27.730,00000000
82720,27.882,00000000
82730,27.849,00000000
82740,28.035,00000000
82750,28.152,00000000
82760,28.060,00000000
82770,28.255,00000000
82780,28.156,00000000
82790,28.017,00000000
82800,28.064,00000000
82810,27.832,00000000
82820,27.762,00000000
82830,27.641,00000000
82840,27.332,00000000
82850,27.140,00000000
82860,27.254,00000000
82870,27.301,00000000
82880,27.579,00000000
82890,27.797,00000000
82900,27.552,00000000
82910,27.692,00000000
82920,28.114,00000000
82930,28.029,00000000
82940,28.001,00000000
82950,28.021,00000000
82960,28.077,00000000
82970,28.074,00000000
82980,28.140,00000000
82990,28.041,00000000
83000,27.992,00000000
83010,27.910,00000000
83020,27.640,00000000
83030,27.557,00000000
83040,27.310,00000000
83050,27.302,00000000
83060,27.360,00000000
83070,27.486,00000000
83080,27.537,00000000
83090,27.563,00000000
83100,27.842,00000000
83110,27.731,00000000
83120,27.881,00000000
83130,28.100,00000000
83140,28.111,00000000
83150,28.136,00000000
83160,28.064,00000000
83170,28.082,00000000
83180,28.096,00000000
83190,28.022,00000000
83200,28.025,00000000
83210,27.721,00000000
83220,27.526,00000000
83230,27.065,00000000
83240,27.347,00000000
83250,27.415,00000000
83260,27.474,00000000
83270,27.398,00000000
83280,27.617,00000000
83290,27.720,00000000
83300,27.970,00000000
83310,28.106,00000000
83320,28.117,00000000
83330,27.976,00000000
83340,28.182,00000000
83350,28.184,00000000
83360,28.064,00000000
83370,27.976,00000000
83380,27.866,00000000
83390,27.886,00000000
83400,27.898,00000000
83410,27.556,00000000
83420,27.436,00000000
83430,27.266,00000000
83440,27.295,00000000
83450,27.294,00000000
83460,27.396,00000000
83470,27.631,00000000
83480,27.744,00000000
83490,27.892,00000000
83500,27.829,00000000
83510,27.914,00000000
83520,27.994,00000000
83530,28.015,00000000
83540,28.071,00000000
83550,28.125,00000000
83560,28.012,00000000
83570,27.993,00000000
83580,27.936,00000000
83590,27.765,00000000
83600,27.734,00000000
83610,27.526,00000000
83620,27.198,00000000
83630,27.349,00000000
83640,27.498,00000000
83650,27.494,00000000
83660,27.525,00000000
83670,27.771,00000000
83680,27.766,00000000
83690,27.783,00000000
83700,28.011,00000000
83710,27.956,00000000
83720,28.056,00000000
83730,28.143,00000000
83740,28.183,00000000
83750,28.082,00000000
83760,28.184,00000000
83770,27.952,00000000
83780,27.874,00000000
83790,27.844,00000000
83800,27.705,00000000
83810,27.378,00000000
83820,27.109,00000000
83830,27.261,00000000
83840,27.449,00000000
83850,27.646,00000000
83860,27.512,00000000
83870,27.687,00000000
83880,27.752,00000000
83890,27.910,00000000
83900,27.896,00000000
83910,27.991,00000000
83920,28.132,00000000
83930,28.042,00000000
83940,28.143,00000000
83950,27.970,00000000
83960,28.037,00000000
83970,27.965,00000000
83980,27.959,00000000
83990,27.693,00000000
84000,27.497,00000000
84010,27.208,00000000
84020,27.177,00000000
84030,27.356,00000000
84040,27.509,00000000
84050,27.616,00000000
84060,27.799,00000000
84070,27.800,00000000
84080,27.778,00000000
84090,28.065,00000000
84100,28.033,00000000
84110,28.165,00000000
84120,28.015,00000000
84130,27.977,00000000
84140,28.072,00000000
84150,28.032,00000000
84160,27.906,00000000
84170,27.978,00000000
84180,27.803,00000000
84190,27.472,00000000
84200,27.223,00000000
84210,27.118,00000000
84220,27.352,00000000
84230,27.491,00000000
84240,27.569,00000000
84250,27.608,00000000
84260,27.824,00000000
84270,27.743,00000000
84280,27.875,00000000
84290,27.972,00000000
84300,27.906,00000000
84310,28.116,00000000
84320,28.161,00000000
84330,27.993,00000000
84340,28.045,00000000
84350,27.963,00000000
84360,27.850,00000000
84370,27.860,00000000
84380,27.690,00000000
84390,27.399,00000000
84400,27.286,00000000
84410,27.123,00000000
84420,27.377,00000000
84430,27.618,00000000
84440,27.643,00000000
84450,27.659,00000000
84460,27.843,00000000
84470,27.839,00000000
84480,28.022,00000000
84490,27.970,00000000
84500,27.961,00000000
84510,28.120,00000000
84520,28.166,00000000
84530,28.186,00000000
84540,28.020,00000000
84550,27.935,00000000
84560,27.973,00000000
84570,27.773,00000000
84580,27.652,00000000
84590,27.537,00000000
84600,27.167,00000000
84610,27.373,00000000
84620,27.354,00000000
84630,27.486,00000000
84640,27.654,00000000
84650,27.694,00000000
84660,27.742,00000000
84670,27.826,00000000
84680,28.020,00000000
84690,28.084,00000000
84700,27.953,00000000
84710,28.067,00000000
84720,28.082,00000000
84730,28.141,00000000
84740,27.956,00000000
84750,27.968,00000000
84760,27.848,00000000
84770,27.814,00000000
84780,27.745,00000000
84790,27.203,00000000
84800,27.389,00000000
84810,27.232,00000000
84820,27.464,00000000
84830,27.569,00000000
84840,27.628,00000000
84850,27.760,00000000
84860,27.845,00000000
84870,27.851,00000000
84880,28.002,00000000
84890,28.124,00000000
84900,28.035,00000000
84910,28.087,00000000
84920,28.069,00000000
84930,28.170,00000000
84940,27.897,00000000
84950,27.910,00000000
84960,27.790,00000000
84970,27.697,00000000
84980,27.257,00000000
84990,26.988,00000000
85000,27.165,00000000
85010,27.361,00000000
85020,27.584,00000000
85030,27.522,00000000
85040,27.579,00000000
85050,27.687,00000000
85060,27.798,00000000
85070,28.032,00000000
85080,27.966,00000000
85090,28.000,00000000
85100,28.157,00000000
85110,28.208,00000000
85120,28.169,00000000
85130,28.177,00000000
85140,27.987,00000000
85150,27.898,00000000
85160,27.897,00000000
85170,27.837,00000000
85180,27.453,00000000
85190,26.919,00000000
85200,27.186,00000000
85210,27.278,00000000
85220,27.497,00000000
85230,27.777,00000000
85240,27.750,00000000
85250,27.892,00000000
85260,27.946,00000000
85270,27.933,00000000
85280,28.007,00000000
85290,27.922,00000000
85300,28.100,00000000
85310,28.117,00000000
85320,28.010,00000000
85330,27.899,00000000
85340,27.874,00000000
85350,27.885,00000000
85360,27.607,00000000
85370,27.310,00000000
85380,27.168,00000000
85390,27.290,00000000
85400,27.387,00000000
85410,27.465,00000000
85420,27.754,00000000
85430,27.634,00000000
85440,27.793,00000000
85450,27.935,00000000
85460,27.833,00000000
85470,28.104,00000000
85480,28.085,00000000
85490,28.007,00000000
85500,28.119,00000000
85510,28.002,00000000
85520,27.986,00000000
85530,28.032,00000000
85540,27.891,00000000
85550,27.693,00000000
85560,27.516,00000000
85570,27.359,00000000
85580,27.182,00000000
85590,27.318,00000000
85600,27.373,00000000
85610,27.623,00000000
85620,27.713,00000000
85630,27.810,00000000
85640,27.832,00000000
85650,28.011,00000000
85660,27.784,00000000
85670,28.211,00000000
85680,27.991,00000000
85690,28.039,00000000
85700,28.082,00000000
85710,28.056,00000000
85720,27.838,00000000
85730,27.802,00000000
85740,27.809,00000000
85750,27.481,00000000
85760,27.393,00000000
85770,27.179,00000000
85780,27.358,00000000
85790,27.501,00000000
85800,27.470,00000000
85810,27.683,00000000
85820,27.704,00000000
85830,27.763,00000000
85840,27.896,00000000
85850,27.983,00000000
85860,28.025,00000000
85870,28.186,00000000
85880,27.974,00000000
85890,28.096,00000000
85900,28.232,00000000
85910,27.953,00000000
85920,27.917,00000000
85930,27.806,00000000
85940,27.678,00000000
85950,27.209,00000000
85960,27.198,00000000
85970,27.383,00000000
85980,27.535,00000000
85990,27.438,00000000
86000,27.550,00000000
86010,27.634,00000000
86020,27.800,00000000
86030,27.885,00000000
86040,27.956,00000000
86050,28.000,00000000
86060,28.017,00000000
86070,28.055,00000000
86080,28.089,00000000
86090,27.958,00000000
86100,28.143,00000000
86110,28.115,00000000
86120,27.952,00000000
86130,27.723,00000000
86140,27.545,00000000
86150,27.379,00000000
86160,27.294,00000000
86170,27.261,00000000
86180,27.379,00000000
86190,27.502,00000000
86200,27.715,00000000
86210,27.748,00000000
86220,27.767,00000000
86230,27.949,00000000
86240,27.973,00000000
86250,28.208,00000000
86260,28.026,00000000
86270,28.115,00000000
86280,28.027,00000000
86290,27.991,00000000
86300,28.127,00000000
86310,27.814,00000000
86320,27.759,00000000
86330,27.660,00000000
86340,27.422,00000000
86350,27.127,00000000
86360,27.286,00000000
86370,27.435,00000000
86380,27.708,00000000
86390,27.709,00000000
86400,27.761,00000000
86410,27.917,00000000
86420,27.845,00000000
86430,27.816,00000000
86440,27.922,00000000
86450,27.989,00000000
86460,28.085,00000000
86470,28.062,00000000
86480,28.061,00000000
86490,28.101,00000000
86500,28.059,00000000
86510,27.796,00000000
86520,27.757,00000000
86530,27.636,00000000
86540,27.248,00000000
86550,27.203,00000000
86560,27.336,00000000
86570,27.473,00000000
86580,27.525,00000000
86590,27.602,00000000
86600,27.667,00000000
86610,27.760,00000000
86620,27.882,00000000
86630,27.987,00000000
86640,28.037,00000000
86650,28.057,00000000
86660,28.130,00000000
86670,28.096,00000000
86680,28.147,00000000
86690,27.934,00000000
86700,28.183,00000000
86710,28.050,00000000
86720,27.749,00000000
86730,27.418,00000000
86740,27.039,00000000
86750,27.303,00000000
86760,27.411,00000000
86770,27.525,00000000
86780,27.557,00000000
86790,27.807,00000000
86800,27.765,00000000
86810,27.933,00000000
86820,27.908,00000000
86830,27.926,00000000
86840,28.140,00000000
86850,28.013,00000000
86860,28.119,00000000
86870,28.018,00000000
86880,28.031,00000000
86890,28.021,00000000
86900,27.866,00000000
86910,27.613,00000000
86920,27.548,00000000
86930,27.193,00000000
86940,27.369,00000000
86950,27.423,00000000
86960,27.599,00000000
86970,27.532,00000000
86980,27.641,00000000
86990,27.760,00000000
87000,27.854,00000000
87010,27.938,00000000
87020,27.902,00000000
87030,28.196,00000000
87040,28.000,00000000
87050,28.072,00000000
87060,28.138,00000000
87070,28.147,00000000
87080,27.958,00000000
87090,27.776,00000000
87100,27.713,00000000
87110,27.509,00000000
87120,27.401,00000000
87130,27.078,00000000
87140,27.304,00000000
87150,27.376,00000000
87160,27.519,00000000
87170,27.527,00000000
87180,27.790,00000000
87190,27.802,00000000
87200,28.009,00000000
87210,27.970,00000000
87220,28.015,00000000
87230,28.021,00000000
87240,28.139,00000000
87250,28.128,00000000
87260,28.093,00000000
87270,28.004,00000000
87280,28.119,00000000
87290,27.798,00000000
87300,27.649,00000000
87310,27.555,00000000
87320,27.215,00000000
87330,27.201,00000000
87340,27.461,00000000
87350,27.479,00000000
87360,27.427,00000000
87370,27.588,00000000
87380,27.764,00000000
87390,27.924,00000000
87400,27.894,00000000
87410,28.012,00000000
87420,28.086,00000000
87430,28.119,00000000
87440,28.008,00000000
87450,28.117,00000000
87460,28.047,00000000
87470,28.005,00000000
87480,27.933,00000000
87490,27.879,00000000
87500,27.621,00000000
87510,27.412,00000000
87520,27.221,00000000
87530,27.270,00000000
87540,27.409,00000000
87550,27.341,00000000
87560,27.644,00000000
87570,27.743,00000000
87580,27.727,00000000
87590,27.835,00000000
87600,28.006,00000000
87610,28.031,00000000
87620,28.056,00000000
87630,28.029,00000000
87640,28.131,00000000
87650,28.110,00000000
87660,27.961,00000000
87670,28.029,00000000
87680,27.975,00000000
87690,27.775,00000000
87700,27.820,00000000
87710,27.368,00000000
87720,27.114,00000000
87730,27.215,00000000
87740,27.419,00000000
87750,27.590,00000000
87760,27.616,00000000
87770,27.616,00000000
87780,27.697,00000000
87790,27.857,00000000
87800,27.997,00000000
87810,27.895,00000000
87820,27.991,00000000
87830,28.103,00000000
87840,28.072,00000000
87850,28.016,00000000
87860,28.131,00000000
87870,27.822,00000000
87880,27.962,00000000
87890,27.731,00000000
87900,27.574,00000000
87910,27.235,00000000
87920,27.302,00000000
87930,27.384,00000000
87940,27.472,00000000
87950,27.658,00000000
87960,27.689,00000000
87970,27.725,00000000
87980,27.901,00000000
87990,27.721,00000000
88000,27.876,00000000
88010,27.986,00000000
88020,27.993,00000000
88030,28.208,00000000
88040,28.121,00000000
88050,27.976,00000000
88060,28.014,00000000
88070,27.962,00000000
88080,27.768,00000000
88090,27.771,00000000
88100,27.373,00000000
88110,27.133,00000000
88120,27.352,00000000
88130,27.243,00000000
88140,27.430,00000000
88150,27.618,00000000
88160,27.645,00000000
88170,27.834,00000000
88180,27.868,00000000
88190,27.952,00000000
88200,28.068,00000000
88210,28.008,00000000
88220,28.057,00000000
88230,27.992,00000000
88240,27.972,00000000
88250,28.100,00000000
88260,27.966,00000000
88270,27.966,00000000
88280,27.791,00000000
88290,27.736,00000000
88300,27.349,00000000
88310,27.137,00000000
88320,27.329,00000000
88330,27.335,00000000
88340,27.385,00000000
88350,27.611,00000000
88360,27.603,00000000
88370,27.823,00000000
88380,27.813,00000000
88390,27.927,00000000
88400,28.078,00000000
88410,28.060,00000000
88420,28.158,00000000
88430,28.078,00000000
88440,28.168,00000000
88450,28.018,00000000
88460,27.925,00000000
88470,27.881,00000000
88480,27.933,00000000
88490,27.615,00000000
88500,27.447,00000000
88510,27.229,00000000
88520,27.367,00000000
88530,27.460,00000000
88540,27.392,00000000
88550,27.671,00000000
88560,27.624,00000000
88570,27.765,00000000
88580,27.941,00000000
88590,27.883,00000000
88600,27.997,00000000
88610,28.060,00000000
88620,28.108,00000000
88630,28.213,00000000
88640,27.941,00000000
88650,28.065,00000000
88660,27.968,00000000
88670,27.870,00000000
88680,27.741,00000000
88690,27.593,00000000
88700,27.489,00000000
88710,27.309,00000000
88720,27.316,00000000
88730,27.323,00000000
88740,27.509,00000000
88750,27.733,00000000
88760,27.771,00000000
88770,27.786,00000000
88780,28.004,00000000
88790,27.903,00000000
88800,28.012,00000000
88810,27.960,00000000
88820,28.179,00000000
88830,28.164,00000000
88840,27.987,00000000
88850,28.106,00000000
