Timestamp(ms),Current(uA),D0-D7
194590,27.430,00000000
194600,27.326,00000000
194610,27.504,00000000
194620,27.659,00000000
194630,27.725,00000000
194640,27.903,00000000
194650,27.948,00000000
194660,27.938,00000000
194670,28.010,00000000
194680,28.056,00000000
194690,28.014,00000000
194700,28.065,00000000
194710,28.011,00000000
194720,27.879,00000000
194730,27.878,00000000
194740,27.818,00000000
194750,27.593,00000000
194760,27.453,00000000
194770,27.280,00000000
194780,27.117,00000000
194790,27.367,00000000
194800,27.416,00000000
194810,27.559,00000000
194820,27.741,00000000
194830,27.726,00000000
194840,27.810,00000000
194850,27.740,00000000
194860,27.960,00000000
194870,27.888,00000000
194880,28.057,00000000
194890,28.173,00000000
194900,27.985,00000000
194910,27.868,00000000
194920,28.106,00000000
194930,27.970,00000000
194940,27.880,00000000
194950,27.447,00000000
194960,27.358,00000000
194970,27.100,00000000
194980,27.201,00000000
194990,27.392,00000000
195000,27.686,00000000
195010,27.689,00000000
195020,27.794,00000000
195030,27.804,00000000
195040,27.733,00000000
195050,27.793,00000000
195060,27.869,00000000
195070,28.017,00000000
195080,28.151,00000000
195090,28.124,00000000
195100,27.857,00000000
195110,27.936,00000000
195120,27.928,00000000
195130,27.822,00000000
195140,27.633,00000000
195150,27.555,00000000
195160,27.265,00000000
195170,27.213,00000000
195180,27.366,00000000
195190,27.375,00000000
195200,27.513,00000000
195210,27.707,00000000
195220,27.750,00000000
195230,27.858,00000000
195240,28.011,00000000
195250,27.859,00000000
195260,27.949,00000000
195270,28.104,00000000
195280,27.948,00000000
195290,28.042,00000000
195300,27.933,00000000
195310,28.005,00000000
195320,28.079,00000000
195330,27.848,00000000
195340,27.809,00000000
195350,27.319,00000000
195360,27.311,00000000
195370,27.358,00000000
195380,27.443,00000000
195390,27.365,00000000
195400,27.619,00000000
195410,27.652,00000000
195420,27.801,00000000
195430,27.883,00000000
195440,27.930,00000000
195450,27.928,00000000
195460,27.959,00000000
195470,28.023,00000000
195480,28.062,00000000
195490,28.049,00000000
195500,27.966,00000000
195510,27.971,00000000
195520,27.882,00000000
195530,27.810,00000000
195540,27.640,00000000
195550,27.351,00000000
195560,27.130,00000000
195570,27.353,00000000
195580,27.481,00000000
195590,27.473,00000000
195600,27.629,00000000
195610,27.708,00000000
195620,27.750,00000000
195630,27.942,00000000
195640,27.942,00000000
195650,28.034,00000000
195660,28.117,00000000
195670,28.159,00000000
195680,27.879,00000000
195690,27.932,00000000
195700,28.003,00000000
195710,27.931,00000000
195720,27.984,00000000
195730,27.677,00000000
195740,27.427,00000000
195750,27.306,00000000
195760,27.295,00000000
195770,27.388,00000000
195780,27.450,00000000
195790,27.490,00000000
195800,27.715,00000000
195810,27.678,00000000
195820,27.837,00000000
195830,28.044,00000000
195840,27.997,00000000
195850,28.066,00000000
195860,27.970,00000000
195870,27.989,00000000
195880,28.016,00000000
195890,28.069,00000000
195900,27.952,00000000
195910,27.818,00000000
195920,27.654,00000000
195930,27.501,00000000
195940,27.369,00000000
195950,27.164,00000000
195960,27.210,00000000
195970,27.448,00000000
195980,27.425,00000000
195990,27.509,00000000
196000,27.681,00000000
196010,27.813,00000000
196020,27.923,00000000
196030,27.828,00000000
196040,27.984,00000000
196050,28.078,00000000
196060,28.085,00000000
196070,28.105,00000000
196080,27.982,00000000
196090,28.082,00000000
196100,27.897,00000000
196110,27.761,00000000
196120,27.659,00000000
196130,27.642,00000000
196140,27.490,00000000
196150,27.193,00000000
196160,27.149,00000000
196170,27.411,00000000
196180,27.511,00000000
196190,27.687,00000000
196200,27.639,00000000
196210,27.746,00000000
196220,27.734,00000000
196230,27.932,00000000
196240,27.983,00000000
196250,28.170,00000000
196260,28.075,00000000
196270,28.022,00000000
196280,28.180,00000000
196290,28.034,00000000
196300,28.031,00000000
196310,27.885,00000000
196320,27.695,00000000
196330,27.546,00000000
196340,27.300,00000000
196350,27.296,00000000
196360,27.280,00000000
196370,27.450,00000000
196380,27.581,00000000
196390,27.564,00000000
196400,27.744,00000000
196410,27.777,00000000
196420,27.786,00000000
196430,27.969,00000000
196440,27.976,00000000
196450,28.038,00000000
196460,28.047,00000000
196470,28.044,00000000
196480,27.955,00000000
196490,28.054,00000000
196500,28.023,00000000
196510,27.743,00000000
196520,27.696,00000000
196530,27.432,00000000
196540,27.221,00000000
196550,27.169,00000000
196560,27.409,00000000
196570,27.589,00000000
196580,27.600,00000000
196590,27.578,00000000
196600,27.780,00000000
196610,27.906,00000000
196620,27.887,00000000
196630,27.993,00000000
196640,28.045,00000000
196650,28.127,00000000
196660,28.121,00000000
196670,28.004,00000000
196680,28.041,00000000
196690,27.956,00000000
196700,27.977,00000000
196710,27.568,00000000
196720,27.544,00000000
196730,27.217,00000000
196740,27.250,00000000
196750,27.265,00000000
196760,27.314,00000000
196770,27.472,00000000
196780,27.549,00000000
196790,27.650,00000000
196800,27.745,00000000
196810,27.886,00000000
196820,28.087,00000000
196830,27.964,00000000
196840,28.015,00000000
196850,28.218,00000000
196860,28.245,00000000
196870,27.933,00000000
196880,27.950,00000000
196890,27.930,00000000
196900,27.826,00000000
196910,27.695,00000000
196920,27.466,00000000
196930,27.191,00000000
196940,27.191,00000000
196950,27.450,00000000
196960,27.452,00000000
196970,27.571,00000000
196980,27.666,00000000
196990,27.641,00000000
197000,27.836,00000000
197010,27.929,00000000
197020,28.162,00000000
197030,28.106,00000000
197040,28.125,00000000
197050,28.143,00000000
197060,28.078,00000000
197070,28.036,00000000
197080,27.894,00000000
197090,27.837,00000000
197100,27.699,00000000
197110,27.656,00000000
197120,27.305,00000000
197130,27.106,00000000
197140,27.237,00000000
197150,27.387,00000000
197160,27.515,00000000
197170,27.617,00000000
197180,27.754,00000000
197190,27.773,00000000
197200,27.862,00000000
197210,27.832,00000000
197220,27.908,00000000
197230,28.145,00000000
197240,28.043,00000000
197250,28.000,00000000
197260,27.973,00000000
197270,28.159,00000000
197280,28.018,00000000
197290,27.858,00000000
197300,27.639,00000000
197310,27.400,00000000
197320,27.043,00000000
197330,27.319,00000000
197340,27.381,00000000
197350,27.445,00000000
197360,27.612,00000000
197370,27.646,00000000
197380,27.760,00000000
197390,27.873,00000000
197400,27.861,00000000
197410,27.969,00000000
197420,28.055,00000000
197430,27.996,00000000
197440,27.975,00000000
197450,27.959,00000000
197460,27.912,00000000
197470,28.116,00000000
197480,27.962,00000000
197490,27.660,00000000
197500,27.611,00000000
197510,27.406,00000000
197520,27.260,00000000
197530,27.355,00000000
197540,27.458,00000000
197550,27.323,00000000
197560,27.574,00000000
197570,27.657,00000000
197580,27.861,00000000
197590,28.044,00000000
197600,27.765,00000000
197610,28.055,00000000
197620,27.918,00000000
197630,28.062,00000000
197640,28.047,00000000
197650,28.024,00000000
197660,27.873,00000000
197670,27.797,00000000
197680,27.844,00000000
197690,27.562,00000000
197700,27.414,00000000
197710,27.225,00000000
197720,27.247,00000000
197730,27.518,00000000
197740,27.623,00000000
197750,27.577,00000000
197760,27.820,00000000
197770,27.738,00000000
197780,27.906,00000000
197790,27.907,00000000
197800,27.887,00000000
197810,28.094,00000000
197820,28.073,00000000
197830,28.121,00000000
197840,28.134,00000000
197850,28.017,00000000
197860,27.892,00000000
197870,27.784,00000000
197880,27.565,00000000
197890,27.432,00000000
197900,27.365,00000000
197910,27.193,00000000
197920,27.261,00000000
197930,27.471,00000000
197940,27.680,00000000
197950,27.736,00000000
197960,27.854,00000000
197970,27.812,00000000
197980,27.828,00000000
197990,27.976,00000000
198000,28.105,00000000
198010,28.087,00000000
198020,28.030,00000000
198030,28.053,00000000
198040,27.981,00000000
198050,28.093,00000000
198060,27.787,00000000
198070,27.706,00000000
198080,27.523,00000000
198090,27.318,00000000
198100,27.279,00000000
198110,27.304,00000000
198120,27.357,00000000
198130,27.500,00000000
198140,27.717,00000000
198150,27.694,00000000
198160,27.870,00000000
198170,27.802,00000000
198180,27.915,00000000
198190,28.084,00000000
198200,28.086,00000000
198210,28.040,00000000
198220,27.995,00000000
198230,28.163,00000000
198240,28.009,00000000
198250,27.851,00000000
198260,27.721,00000000
198270,27.557,00000000
198280,27.323,00000000
198290,27.115,00000000
198300,27.394,00000000
198310,27.463,00000000
198320,27.383,00000000
198330,27.509,00000000
198340,27.804,00000000
198350,27.769,00000000
198360,27.712,00000000
198370,27.901,00000000
198380,28.047,00000000
198390,27.958,00000000
198400,28.074,00000000
198410,28.075,00000000
198420,28.052,00000000
198430,28.073,00000000
198440,28.042,00000000
198450,27.778,00000000
198460,27.636,00000000
198470,27.638,00000000
198480,27.196,00000000
198490,27.198,00000000
198500,27.419,00000000
198510,27.540,00000000
198520,27.700,00000000
198530,27.739,00000000
198540,27.845,00000000
198550,27.670,00000000
198560,27.749,00000000
198570,27.952,00000000
198580,28.024,00000000
198590,28.095,00000000
198600,28.058,00000000
198610,28.138,00000000
198620,28.108,00000000
198630,27.921,00000000
198640,27.822,00000000
198650,27.887,00000000
198660,27.553,00000000
198670,27.316,00000000
198680,27.210,00000000
198690,27.143,00000000
198700,27.369,00000000
198710,27.566,00000000
198720,27.557,00000000
198730,27.661,00000000
198740,27.773,00000000
198750,27.840,00000000
198760,28.066,00000000
198770,28.064,00000000
198780,27.999,00000000
198790,28.049,00000000
198800,28.292,00000000
198810,28.261,00000000
198820,28.052,00000000
198830,27.997,00000000
198840,27.794,00000000
198850,27.619,00000000
198860,27.391,00000000
198870,27.220,00000000
198880,27.255,00000000
198890,27.313,00000000
198900,27.420,00000000
198910,27.510,00000000
198920,27.687,00000000
198930,27.574,00000000
198940,27.758,00000000
198950,27.863,00000000
198960,27.913,00000000
198970,28.020,00000000
198980,28.043,00000000
198990,28.016,00000000
199000,28.223,00000000
199010,28.044,00000000
199020,28.177,00000000
199030,27.957,00000000
199040,27.878,00000000
199050,27.672,00000000
199060,27.264,00000000
199070,27.074,00000000
199080,27.213,00000000
199090,27.306,00000000
199100,27.502,00000000
199110,27.614,00000000
199120,27.704,00000000
199130,27.697,00000000
199140,27.688,00000000
199150,27.832,00000000
199160,28.005,00000000
199170,27.937,00000000
199180,28.059,00000000
199190,28.069,00000000
199200,28.153,00000000
199210,28.179,00000000
199220,28.106,00000000
199230,27.825,00000000
199240,27.874,00000000
199250,27.465,00000000
199260,27.264,00000000
199270,27.171,00000000
199280,27.314,00000000
199290,27.475,00000000
199300,27.659,00000000
199310,27.571,00000000
199320,27.663,00000000
199330,27.944,00000000
199340,27.854,00000000
199350,27.910,00000000
199360,27.921,00000000
199370,28.057,00000000
199380,28.088,00000000
199390,28.058,00000000
199400,28.091,00000000
199410,27.928,00000000
199420,27.932,00000000
199430,27.784,00000000
199440,27.699,00000000
199450,27.264,00000000
199460,27.194,00000000
199470,27.228,00000000
199480,27.307,00000000
199490,27.440,00000000
199500,27.540,00000000
199510,27.671,00000000
199520,27.739,00000000
199530,27.928,00000000
199540,27.948,00000000
199550,27.961,00000000
199560,28.038,00000000
199570,27.972,00000000
199580,28.108,00000000
199590,28.266,00000000
199600,27.974,00000000
199610,27.876,00000000
199620,27.981,00000000
199630,27.563,00000000
199640,27.538,00000000
199650,27.282,00000000
199660,27.135,00000000
199670,27.316,00000000
199680,27.426,00000000
199690,27.526,00000000
199700,27.689,00000000
199710,27.720,00000000
199720,27.760,00000000
199730,27.831,00000000
199740,28.119,00000000
199750,27.968,00000000
199760,28.078,00000000
199770,28.062,00000000
199780,28.140,00000000
199790,28.011,00000000
199800,28.019,00000000
199810,28.002,00000000
199820,27.648,00000000
199830,27.588,00000000
199840,27.458,00000000
199850,27.285,00000000
199860,27.374,00000000
199870,27.172,00000000
199880,27.569,00000000
199890,27.731,00000000
199900,27.756,00000000
199910,27.685,00000000
199920,27.815,00000000
199930,27.893,00000000
199940,27.899,00000000
199950,28.060,00000000
199960,27.952,00000000
199970,28.047,00000000
199980,28.069,00000000
199990,28.011,00000000
200000,27.884,00000000
200010,27.742,00000000
200020,27.803,00000000
200030,27.545,00000000
200040,27.312,00000000
200050,27.333,00000000
200060,27.400,00000000
200070,27.613,00000000
200080,27.601,00000000
200090,27.730,00000000
200100,27.873,00000000
200110,27.612,00000000
200120,27.834,00000000
200130,27.932,00000000
200140,28.100,00000000
200150,28.195,00000000
200160,28.243,00000000
200170,28.200,00000000
200180,28.038,00000000
200190,27.988,00000000
200200,27.818,00000000
200210,27.773,00000000
200220,27.681,00000000
200230,27.437,00000000
200240,27.222,00000000
200250,27.211,00000000
200260,27.434,00000000
200270,27.596,00000000
200280,27.540,00000000
200290,27.663,00000000
200300,27.659,00000000
200310,27.854,00000000
200320,27.968,00000000
200330,27.923,00000000
200340,28.072,00000000
200350,28.054,00000000
200360,28.080,00000000
200370,28.060,00000000
200380,28.017,00000000
200390,27.899,00000000
200400,27.686,00000000
200410,27.641,00000000
200420,27.509,00000000
200430,27.126,00000000
200440,27.241,00000000
200450,27.504,00000000
200460,27.479,00000000
200470,27.549,00000000
200480,27.703,00000000
200490,27.724,00000000
200500,27.729,00000000
200510,27.941,00000000
200520,28.028,00000000
200530,28.007,00000000
200540,28.185,00000000
200550,28.043,00000000
200560,28.038,00000000
200570,28.123,00000000
200580,28.029,00000000
200590,27.860,00000000
200600,27.810,00000000
200610,27.523,00000000
200620,27.354,00000000
200630,27.061,00000000
200640,27.314,00000000
200650,27.427,00000000
200660,27.417,00000000
200670,27.562,00000000
200680,27.693,00000000
200690,27.793,00000000
200700,27.963,00000000
200710,27.948,00000000
200720,27.855,00000000
200730,27.905,00000000
200740,28.077,00000000
200750,28.126,00000000
200760,27.987,00000000
200770,28.080,00000000
200780,28.131,00000000
200790,27.747,00000000
200800,27.617,00000000
200810,27.475,00000000
200820,27.380,00000000
200830,27.313,00000000
200840,27.422,00000000
200850,27.444,00000000
200860,27.530,00000000
200870,27.605,00000000
200880,27.707,00000000
200890,27.797,00000000
200900,27.823,00000000
200910,27.857,00000000
200920,28.014,00000000
200930,28.094,00000000
200940,28.081,00000000
200950,28.062,00000000
200960,27.919,00000000
200970,28.057,00000000
200980,27.904,00000000
200990,27.824,00000000
201000,27.649,00000000
201010,27.294,00000000
201020,27.239,00000000
201030,27.210,00000000
201040,27.256,00000000
201050,27.438,00000000
201060,27.574,00000000
201070,27.721,00000000
201080,27.638,00000000
201090,27.934,00000000
201100,27.779,00000000
201110,27.948,00000000
201120,27.898,00000000
201130,28.014,00000000
201140,28.103,00000000
201150,28.075,00000000
201160,28.036,00000000
201170,27.879,00000000
201180,27.881,00000000
201190,27.826,00000000
201200,27.454,00000000
201210,27.320,00000000
201220,27.100,00000000
201230,27.286,00000000
201240,27.536,00000000
201250,27.536,00000000
201260,27.616,00000000
201270,27.770,00000000
201280,27.599,00000000
201290,28.066,00000000
201300,27.915,00000000
201310,27.791,00000000
201320,28.150,00000000
201330,27.943,00000000
201340,28.157,00000000
201350,28.230,00000000
201360,27.906,00000000
201370,28.039,00000000
201380,27.951,00000000
201390,27.757,00000000
201400,27.543,00000000
201410,27.198,00000000
201420,27.185,00000000
201430,27.254,00000000
201440,27.512,00000000
201450,27.405,00000000
201460,27.701,00000000
201470,27.759,00000000
201480,27.724,00000000
201490,27.882,00000000
201500,27.949,00000000
201510,27.921,00000000
201520,28.043,00000000
201530,27.998,00000000
201540,28.035,00000000
201550,27.993,00000000
201560,27.870,00000000
201570,27.909,00000000
201580,27.750,00000000
201590,27.582,00000000
201600,27.411,00000000
201610,27.110,00000000
201620,27.191,00000000
201630,27.491,00000000
201640,27.551,00000000
201650,27.509,00000000
201660,27.738,00000000
201670,27.784,00000000
201680,27.869,00000000
201690,27.942,00000000
201700,27.987,00000000
201710,28.045,00000000
201720,28.053,00000000
201730,28.021,00000000
201740,27.975,00000000
201750,27.924,00000000
201760,27.868,00000000
201770,27.860,00000000
201780,27.606,00000000
201790,27.493,00000000
201800,27.161,00000000
201810,27.205,00000000
201820,27.372,00000000
201830,27.444,00000000
201840,27.564,00000000
201850,27.747,00000000
201860,27.669,00000000
201870,27.781,00000000
201880,27.798,00000000
201890,28.142,00000000
201900,28.022,00000000
201910,28.073,00000000
201920,27.957,00000000
201930,28.062,00000000
201940,28.046,00000000
201950,27.916,00000000
201960,27.814,00000000
201970,27.766,00000000
201980,27.604,00000000
201990,27.453,00000000
202000,27.137,00000000
202010,27.288,00000000
202020,27.417,00000000
202030,27.394,00000000
202040,27.703,00000000
202050,27.726,00000000
202060,27.889,00000000
202070,27.847,00000000
202080,27.989,00000000
202090,28.090,00000000
202100,28.081,00000000
202110,28.085,00000000
202120,28.122,00000000
202130,28.000,00000000
202140,28.154,00000000
202150,27.979,00000000
202160,27.562,00000000
202170,27.610,00000000
202180,27.514,00000000
202190,27.172,00000000
202200,27.272,00000000
202210,27.369,00000000
202220,27.379,00000000
202230,27.505,00000000
202240,27.639,00000000
202250,27.721,00000000
202260,27.866,00000000
202270,27.870,00000000
202280,27.852,00000000
202290,28.047,00000000
202300,28.074,00000000
202310,28.056,00000000
202320,28.176,00000000
202330,28.042,00000000
202340,27.936,00000000
202350,27.951,00000000
202360,27.777,00000000
202370,27.682,00000000
202380,27.346,00000000
202390,27.102,00000000
202400,27.231,00000000
202410,27.396,00000000
202420,27.591,00000000
202430,27.449,00000000
202440,27.620,00000000
202450,27.783,00000000
202460,27.819,00000000
202470,27.972,00000000
202480,28.009,00000000
202490,28.153,00000000
202500,28.035,00000000
202510,28.086,00000000
202520,28.149,00000000
202530,27.980,00000000
202540,28.017,00000000
202550,27.787,00000000
202560,27.687,00000000
202570,27.503,00000000
202580,27.214,00000000
202590,27.222,00000000
202600,27.473,00000000
202610,27.397,00000000
202620,27.555,00000000
202630,27.622,00000000
202640,27.654,00000000
202650,27.816,00000000
202660,27.898,00000000
202670,28.007,00000000
202680,27.869,00000000
202690,28.073,00000000
202700,28.129,00000000
202710,28.023,00000000
202720,28.002,00000000
202730,27.998,00000000
202740,27.846,00000000
202750,27.726,00000000
202760,27.629,00000000
202770,27.361,00000000
202780,27.243,00000000
202790,27.166,00000000
202800,27.392,00000000
202810,27.397,00000000
202820,27.577,00000000
202830,27.754,00000000
202840,27.667,00000000
202850,28.035,00000000
202860,27.945,00000000
202870,27.849,00000000
202880,28.023,00000000
202890,28.054,00000000
202900,28.192,00000000
202910,27.996,00000000
202920,28.027,00000000
202930,27.835,00000000
202940,27.859,00000000
202950,27.664,00000000
202960,27.412,00000000
202970,27.403,00000000
202980,27.199,00000000
202990,27.348,00000000
203000,27.387,00000000
203010,27.538,00000000
203020,27.757,00000000
203030,27.700,00000000
203040,27.760,00000000
203050,27.943,00000000
203060,27.915,00000000
203070,28.140,00000000
203080,28.084,00000000
203090,28.123,00000000
203100,28.186,00000000
203110,28.182,00000000
203120,28.080,00000000
203130,27.988,00000000
203140,27.847,00000000
203150,27.562,00000000
203160,27.423,00000000
203170,27.192,00000000
203180,27.236,00000000
203190,27.365,00000000
203200,27.411,00000000
203210,27.589,00000000
203220,27.850,00000000
203230,27.918,00000000
203240,27.891,00000000
203250,27.780,00000000
203260,27.923,00000000
203270,28.021,00000000
203280,27.947,00000000
203290,27.923,00000000
203300,28.049,00000000
203310,28.058,00000000
203320,27.974,00000000
203330,27.856,00000000
203340,27.697,00000000
203350,27.647,00000000
203360,27.242,00000000
203370,27.159,00000000
203380,27.347,00000000
203390,27.375,00000000
203400,27.426,00000000
203410,27.579,00000000
203420,27.686,00000000
203430,27.805,00000000
203440,27.889,00000000
203450,27.852,00000000
203460,27.919,00000000
203470,28.025,00000000
203480,28.070,00000000
203490,28.176,00000000
203500,28.057,00000000
203510,28.061,00000000
203520,27.970,00000000
203530,27.800,00000000
203540,27.661,00000000
203550,27.540,00000000
203560,27.295,00000000
203570,27.181,00000000
203580,27.337,00000000
203590,27.377,00000000
203600,27.524,00000000
203610,27.589,00000000
203620,27.783,00000000
203630,27.746,00000000
203640,27.876,00000000
203650,27.898,00000000
203660,28.045,00000000
203670,27.975,00000000
203680,28.000,00000000
203690,28.121,00000000
203700,27.952,00000000
203710,27.819,00000000
203720,27.928,00000000
203730,27.750,00000000
203740,27.725,00000000
203750,27.438,00000000
203760,27.175,00000000
203770,27.421,00000000
203780,27.449,00000000
203790,27.526,00000000
203800,27.639,00000000
203810,27.568,00000000
203820,27.661,00000000
203830,27.756,00000000
203840,27.813,00000000
203850,28.067,00000000
203860,27.891,00000000
203870,28.125,00000000
203880,28.056,00000000
203890,28.101,00000000
203900,28.093,00000000
203910,27.929,00000000
203920,27.887,00000000
203930,27.809,00000000
203940,27.544,00000000
203950,27.298,00000000
203960,27.143,00000000
203970,27.230,00000000
203980,27.392,00000000
203990,27.441,00000000
204000,27.513,00000000
204010,27.717,00000000
204020,27.807,00000000
204030,27.987,00000000
204040,28.006,00000000
204050,28.071,00000000
204060,28.020,00000000
204070,28.047,00000000
204080,28.054,00000000
204090,28.050,00000000
204100,28.036,00000000
204110,27.887,00000000
204120,27.759,00000000
204130,27.787,00000000
204140,27.486,00000000
204150,27.187,00000000
204160,27.348,00000000
204170,27.358,00000000
204180,27.411,00000000
204190,27.586,00000000
204200,27.559,00000000
204210,27.743,00000000
204220,27.726,00000000
204230,27.925,00000000
204240,27.966,00000000
204250,28.053,00000000
204260,28.104,00000000
204270,28.087,00000000
204280,28.124,00000000
204290,28.196,00000000
204300,28.101,00000000
204310,28.037,00000000
204320,27.865,00000000
204330,27.602,00000000
204340,27.404,00000000
204350,27.144,00000000
204360,27.224,00000000
204370,27.323,00000000
204380,27.471,00000000
204390,27.509,00000000
204400,27.795,00000000
204410,27.685,00000000
204420,27.810,00000000
204430,27.942,00000000
204440,28.023,00000000
204450,28.054,00000000
204460,28.052,00000000
204470,28.065,00000000
204480,28.132,00000000
204490,27.985,00000000
204500,28.043,00000000
204510,27.767,00000000
204520,27.796,00000000
204530,27.620,00000000
204540,27.445,00000000
204550,27.265,00000000
204560,27.392,00000000
204570,27.565,00000000
204580,27.454,00000000
204590,27.762,00000000
204600,27.528,00000000
204610,27.840,00000000
204620,27.939,00000000
204630,27.977,00000000
204640,28.153,00000000
204650,28.032,00000000
204660,28.131,00000000
204670,27.971,00000000
204680,28.019,00000000
204690,28.042,00000000
204700,27.795,00000000
204710,27.827,00000000
204720,27.697,00000000
204730,27.485,00000000
204740,27.140,00000000
204750,27.091,00000000
204760,27.472,00000000
204770,27.581,00000000
204780,27.674,00000000
204790,27.815,00000000
204800,27.794,00000000
204810,27.922,00000000
204820,27.919,00000000
204830,28.037,00000000
204840,27.957,00000000
204850,28.059,00000000
204860,28.057,00000000
204870,27.995,00000000
204880,28.012,00000000
204890,28.075,00000000
204900,27.886,00000000
204910,27.708,00000000
204920,27.489,00000000
204930,27.400,00000000
204940,27.270,00000000
204950,27.233,00000000
204960,27.290,00000000
204970,27.514,00000000
204980,27.531,00000000
204990,27.656,00000000
205000,27.805,00000000
205010,27.762,00000000
205020,27.895,00000000
205030,27.941,00000000
205040,28.092,00000000
205050,28.072,00000000
205060,28.035,00000000
205070,27.939,00000000
205080,28.010,00000000
205090,28.036,00000000
205100,27.874,00000000
205110,27.660,00000000
205120,27.455,00000000
205130,27.108,00000000
205140,27.232,00000000
205150,27.358,00000000
205160,27.493,00000000
205170,27.710,00000000
205180,27.758,00000000
205190,27.853,00000000
205200,27.933,00000000
205210,27.913,00000000
205220,27.943,00000000
205230,27.906,00000000
205240,27.978,00000000
205250,28.134,00000000
205260,27.995,00000000
205270,28.030,00000000
205280,27.968,00000000
205290,27.855,00000000
205300,27.814,00000000
205310,27.657,00000000
205320,27.328,00000000
205330,27.180,00000000
205340,27.283,00000000
205350,27.350,00000000
205360,27.556,00000000
205370,27.551,00000000
205380,27.584,00000000
205390,27.695,00000000
205400,27.891,00000000
205410,27.824,00000000
205420,27.994,00000000
205430,27.997,00000000
205440,28.064,00000000
205450,28.115,00000000
205460,27.972,00000000
205470,28.022,00000000
205480,27.946,00000000
205490,27.908,00000000
205500,27.688,00000000
205510,27.474,00000000
205520,27.238,00000000
205530,27.157,00000000
205540,27.379,00000000
205550,27.470,00000000
205560,27.412,00000000
205570,27.670,00000000
205580,27.766,00000000
205590,27.771,00000000
205600,28.018,00000000
205610,27.912,00000000
205620,27.968,00000000
205630,27.974,00000000
205640,28.125,00000000
205650,27.965,00000000
205660,28.128,00000000
205670,27.997,00000000
205680,27.977,00000000
205690,27.853,00000000
205700,27.555,00000000
205710,27.333,00000000
205720,27.179,00000000
205730,27.298,00000000
205740,27.276,00000000
205750,27.539,00000000
205760,27.478,00000000
205770,27.652,00000000
205780,27.763,00000000
205790,27.784,00000000
205800,27.864,00000000
205810,27.960,00000000
205820,27.936,00000000
205830,28.045,00000000
205840,28.086,00000000
205850,28.213,00000000
205860,28.027,00000000
205870,27.923,00000000
205880,27.957,00000000
205890,27.685,00000000
205900,27.517,00000000
205910,27.392,00000000
205920,27.145,00000000
205930,27.394,00000000
205940,27.244,00000000
205950,27.411,00000000
205960,27.555,00000000
205970,27.592,00000000
205980,27.810,00000000
205990,27.840,00000000
206000,27.855,00000000
206010,27.968,00000000
206020,28.028,00000000
206030,28.013,00000000
206040,28.160,00000000
206050,27.942,00000000
206060,28.150,00000000
206070,27.902,00000000
206080,27.797,00000000
206090,27.834,00000000
206100,27.580,00000000
206110,27.286,00000000
206120,27.193,00000000
206130,27.285,00000000
206140,27.309,00000000
206150,27.487,00000000
206160,27.574,00000000
206170,27.664,00000000
206180,27.915,00000000
206190,27.796,00000000
206200,27.935,00000000
206210,28.082,00000000
206220,28.018,00000000
206230,28.094,00000000
206240,28.071,00000000
206250,27.975,00000000
206260,28.017,00000000
206270,27.902,00000000
206280,27.863,00000000
206290,27.712,00000000
206300,27.416,00000000
206310,27.058,00000000
206320,27.302,00000000
206330,27.326,00000000
206340,27.441,00000000
206350,27.582,00000000
206360,27.696,00000000
206370,27.710,00000000
206380,27.758,00000000
206390,27.870,00000000
206400,27.867,00000000
206410,28.082,00000000
206420,27.965,00000000
206430,28.078,00000000
206440,28.025,00000000
206450,28.127,00000000
206460,27.958,00000000
206470,28.006,00000000
206480,27.749,00000000
206490,27.628,00000000
206500,27.418,00000000
206510,27.164,00000000
206520,27.275,00000000
206530,27.408,00000000
206540,27.516,00000000
206550,27.614,00000000
206560,27.632,00000000
206570,27.745,00000000
206580,27.850,00000000
206590,27.948,00000000
206600,27.861,00000000
206610,28.000,00000000
206620,28.001,00000000
206630,28.096,00000000
206640,27.979,00000000
206650,28.119,00000000
206660,27.916,00000000
206670,27.977,00000000
206680,27.823,00000000
206690,27.503,00000000
206700,27.284,00000000
206710,27.235,00000000
206720,27.250,00000000
206730,27.535,00000000
206740,27.623,00000000
206750,27.590,00000000
206760,27.735,00000000
206770,27.857,00000000
206780,27.999,00000000
206790,28.072,00000000
206800,27.930,00000000
206810,27.986,00000000
206820,27.936,00000000
206830,27.994,00000000
206840,28.040,00000000
206850,27.966,00000000
206860,27.977,00000000
206870,27.753,00000000
206880,27.575,00000000
206890,27.468,00000000
206900,27.150,00000000
206910,27.328,00000000
206920,27.402,00000000
206930,27.474,00000000
206940,27.661,00000000
206950,27.726,00000000
206960,27.922,00000000
206970,27.805,00000000
206980,27.953,00000000
206990,28.143,00000000
207000,27.981,00000000
207010,28.051,00000000
207020,27.994,00000000
207030,28.173,00000000
207040,28.077,00000000
207050,27.954,00000000
207060,27.955,00000000
207070,27.882,00000000
207080,27.688,00000000
207090,27.444,00000000
207100,27.281,00000000
207110,27.330,00000000
207120,27.354,00000000
207130,27.640,00000000
207140,27.675,00000000
207150,27.749,00000000
207160,27.796,00000000
207170,27.988,00000000
207180,27.936,00000000
207190,28.076,00000000
207200,28.022,00000000
207210,28.229,00000000
207220,28.034,00000000
207230,28.128,00000000
207240,27.949,00000000
207250,27.853,00000000
207260,27.750,00000000
207270,27.559,00000000
207280,27.517,00000000
